,season_type,id,year,week,neutral_site,home_team,home_conference,home_points,home_elo,away_team,away_conference,away_points,away_elo,spread,margin,home_win,home_rank,away_rank
3529,regular,401236019,2020,10,False,Oklahoma,Big 12,62,1854.0,Kansas,Big 12,9,1082.0,-38.5,-53,1,19,0
3530,regular,401237126,2020,10,False,Mississippi State,SEC,24,1458.0,Vanderbilt,SEC,17,1155.0,-18.0,-7,1,0,0
3531,regular,401236021,2020,10,False,TCU,Big 12,34,1594.0,Texas Tech,Big 12,18,1448.0,-9.5,-16,1,0,0
3532,regular,401247308,2020,10,False,Illinois,Big Ten,14,1380.0,Minnesota,Big Ten,41,1636.0,7.5,27,0,0,0
3533,regular,401237125,2020,10,True,Georgia,SEC,28,1896.0,Florida,SEC,44,1832.0,-3.0,16,0,5,8
3534,regular,401249006,2020,10,False,UNLV,Mountain West,27,1207.0,Fresno State,Mountain West,40,1492.0,11.5,13,0,0,0
3535,regular,401247312,2020,10,False,Penn State,Big Ten,19,1817.0,Maryland,Big Ten,35,1214.0,-27.5,16,0,0,0
3536,regular,401212544,2020,10,False,Cincinnati,American Athletic,38,1878.0,Houston,American Athletic,10,1503.0,-12.5,-28,1,6,0
3537,regular,401236020,2020,10,False,Kansas State,Big 12,18,1609.0,Oklahoma State,Big 12,20,1684.0,14.0,2,0,0,14
3538,regular,401234634,2020,10,False,Florida State,ACC,17,1302.0,Pittsburgh,ACC,41,1423.0,1.5,24,0,0,0
3539,regular,401207169,2020,10,False,Florida Atlantic,Conference USA,10,1664.0,Western Kentucky,Conference USA,6,1321.0,-7.0,-4,1,0,0
3540,regular,401236018,2020,10,False,Iowa State,Big 12,38,1681.0,Baylor,Big 12,31,1683.0,-14.0,-7,1,17,0
3541,regular,401237127,2020,10,False,South Carolina,SEC,3,1556.0,Texas A&M,SEC,48,1634.0,9.5,45,0,0,7
3542,regular,401249402,2020,10,False,Colorado,Pac-12,48,1407.0,UCLA,Pac-12,42,1415.0,6.5,-6,1,0,0
3543,regular,401237124,2020,10,False,Arkansas,SEC,24,1378.0,Tennessee,SEC,13,1492.0,2.0,-11,1,0,0
3544,regular,401247310,2020,10,False,Ohio State,Big Ten,49,2117.0,Rutgers,Big Ten,27,1276.0,-37.5,-22,1,3,0
3545,regular,401249399,2020,10,False,Oregon,Pac-12,35,1840.0,Stanford,Pac-12,14,1469.0,-11.5,-21,1,12,0
3546,regular,401234632,2020,10,False,Notre Dame,FBS Independents,47,1942.0,Clemson,ACC,40,2157.0,5.0,-7,1,4,1
3547,regular,401215325,2020,10,False,Coastal Carolina,Sun Belt,23,1634.0,South Alabama,Sun Belt,6,1267.0,-17.0,-17,1,15,0
3548,regular,401249397,2020,10,False,Oregon State,Pac-12,28,1407.0,Washington State,Pac-12,38,1605.0,-3.0,10,0,0,0
3549,regular,401249007,2020,10,False,Hawai'i,Mountain West,39,1447.0,New Mexico,Mountain West,33,1207.0,-14.0,-6,1,0,0
3550,regular,401249861,2020,11,False,Ohio,Mid-American,24,1572.0,Akron,Mid-American,10,933.0,-27.5,-14,1,0,0
3551,regular,401249862,2020,11,False,Bowling Green,Mid-American,24,981.0,Kent State,Mid-American,62,1370.0,20.5,38,0,0,0
3552,regular,401249890,2020,11,False,Buffalo,Mid-American,42,1583.0,Miami (OH),Mid-American,10,1422.0,-7.5,-32,1,0,0
3553,regular,401249865,2020,11,False,Ball State,Mid-American,38,1422.0,Eastern Michigan,Mid-American,31,1395.0,-8.5,-7,1,0,0
3554,regular,401249864,2020,11,False,Northern Illinois,Mid-American,10,1295.0,Central Michigan,Mid-American,40,1418.0,6.0,30,0,0,0
3555,regular,401249866,2020,11,False,Western Michigan,Mid-American,41,1556.0,Toledo,Mid-American,38,1343.0,-1.5,-3,1,0,0
3556,regular,401249012,2020,11,False,Boise State,Mountain West,52,1657.0,Colorado State,Mountain West,21,1398.0,-14.0,-31,1,0,0
3557,regular,401207174,2020,11,False,Florida International,Conference USA,19,1369.0,Florida Atlantic,Conference USA,38,1657.0,9.5,19,0,0,0
3558,regular,401247317,2020,11,False,Minnesota,Big Ten,7,1679.0,Iowa,Big Ten,35,1851.0,3.0,28,0,0,0
3559,regular,401212545,2020,11,False,Cincinnati,American Athletic,55,1909.0,East Carolina,American Athletic,17,1253.0,-27.5,-38,1,7,0
3560,regular,401247320,2020,11,False,Nebraska,Big Ten,30,1524.0,Penn State,Big Ten,23,1705.0,2.5,-7,1,0,0
3561,regular,401207200,2020,11,False,Tulane,American Athletic,38,1629.0,Army,FBS Independents,12,1621.0,-3.0,-26,1,0,0
3562,regular,401234642,2020,11,False,North Carolina,ACC,59,1773.0,Wake Forest,ACC,53,1605.0,-12.5,-6,1,0,0
3563,regular,401236024,2020,11,False,West Virginia,Big 12,24,1611.0,TCU,Big 12,6,1615.0,-3.0,-18,1,0,0
3564,regular,401247316,2020,11,False,Michigan State,Big Ten,0,1433.0,Indiana,Big Ten,24,1652.0,7.5,24,0,0,10
3565,regular,401237132,2020,11,False,Kentucky,SEC,38,1697.0,Vanderbilt,SEC,35,1161.0,-17.5,-3,1,0,0
3566,regular,401234641,2020,11,False,Virginia Tech,ACC,24,1645.0,Miami,ACC,25,1660.0,-2.0,1,0,0,9
3567,regular,401207176,2020,11,False,Marshall,Conference USA,42,1650.0,Middle Tennessee,Conference USA,14,1226.0,-23.5,-28,1,16,0
3569,regular,401247314,2020,11,False,Rutgers,Big Ten,20,1299.0,Illinois,Big Ten,23,1337.0,-5.5,3,0,0,0
3570,regular,401215332,2020,11,False,Louisiana,Sun Belt,38,1624.0,South Alabama,Sun Belt,10,1262.0,-14.0,-28,1,25,0
3571,regular,401215328,2020,11,False,App State,Sun Belt,17,1688.0,Georgia State,Sun Belt,13,1240.0,-17.5,-4,1,0,0
3572,regular,401249013,2020,11,False,Utah State,Mountain West,16,1258.0,Fresno State,Mountain West,35,1495.0,11.0,19,0,0,0
3573,regular,401207179,2020,11,False,UTSA,Conference USA,52,1249.0,UTEP,Conference USA,21,1151.0,-6.0,-31,1,0,0
3574,regular,401212481,2020,11,False,Houston,American Athletic,56,1472.0,South Florida,American Athletic,21,1153.0,-14.5,-35,1,0,0
3575,regular,401234637,2020,11,False,Boston College,ACC,31,1504.0,Notre Dame,FBS Independents,45,1964.0,13.0,14,0,0,2
3576,regular,401215331,2020,11,False,Georgia Southern,Sun Belt,40,1483.0,Texas State,Sun Belt,38,1192.0,-11.5,-2,1,0,0
3577,regular,401207178,2020,11,False,Western Kentucky,Conference USA,10,1328.0,Southern Miss,Conference USA,7,1225.0,-7.5,-3,1,0,0
3578,regular,401249406,2020,11,False,Stanford,Pac-12,32,1456.0,Colorado,Pac-12,35,1415.0,-9.5,3,0,0,0
3579,regular,401249403,2020,11,False,Arizona,Pac-12,30,1387.0,USC,Pac-12,34,1592.0,15.0,4,0,0,20
3580,regular,401257934,2020,11,False,Virginia,ACC,31,1515.0,Louisville,ACC,17,1489.0,-6.0,-14,1,0,0
3581,regular,401236023,2020,11,False,Texas Tech,Big 12,24,1427.0,Baylor,Big 12,23,1673.0,-1.0,-1,1,0,0
3582,regular,401249014,2020,11,False,San Diego State,Mountain West,34,1628.0,Hawai'i,Mountain West,10,1443.0,-10.0,-24,1,0,0
3583,regular,401247315,2020,11,False,Purdue,Big Ten,20,1508.0,Northwestern,Big Ten,27,1602.0,3.5,7,0,0,23
3584,regular,401249015,2020,11,False,New Mexico,Mountain West,20,1211.0,Nevada,Mountain West,27,1400.0,17.5,7,0,0,0
3585,regular,401237129,2020,11,False,Florida,SEC,63,1869.0,Arkansas,SEC,35,1407.0,-17.0,-28,1,6,0
3586,regular,401249405,2020,11,False,Washington State,Pac-12,29,1609.0,Oregon,Pac-12,43,1853.0,10.5,14,0,0,11
3587,regular,401212491,2020,11,False,Tulsa,American Athletic,28,1503.0,SMU,American Athletic,24,1593.0,2.0,-4,1,0,19
3588,regular,401237133,2020,11,False,Ole Miss,SEC,59,1572.0,South Carolina,SEC,42,1428.0,-12.5,-17,1,0,0
3589,regular,401247319,2020,11,False,Michigan,Big Ten,11,1765.0,Wisconsin,Big Ten,49,1904.0,7.0,38,0,0,13
3590,regular,401212518,2020,11,False,UCF,American Athletic,38,1793.0,Temple,American Athletic,13,1291.0,-28.5,-25,1,0,0
3591,regular,401234639,2020,11,False,NC State,ACC,38,1402.0,Florida State,ACC,22,1253.0,-11.5,-16,1,0,0
3592,regular,401249016,2020,11,False,San José State,Mountain West,34,1473.0,UNLV,Mountain West,17,1204.0,-17.0,-17,1,0,0
3593,regular,401249404,2020,11,False,Washington,Pac-12,27,1760.0,Oregon State,Pac-12,21,1403.0,-13.5,-6,1,0,0
3594,regular,401261454,2020,12,False,UCLA,Pac-12,34,1407.0,California,Pac-12,10,1499.0,3.5,-24,1,0,0
3595,regular,401249868,2020,12,False,Bowling Green,Mid-American,17,920.0,Buffalo,Mid-American,42,1650.0,31.5,25,0,0,0
3596,regular,401249867,2020,12,False,Kent State,Mid-American,69,1431.0,Akron,Mid-American,35,953.0,-26.0,-34,1,0,0
3597,regular,401249871,2020,12,False,Eastern Michigan,Mid-American,28,1387.0,Toledo,Mid-American,45,1345.0,6.5,17,0,0,0
3598,regular,401249870,2020,12,False,Ball State,Mid-American,31,1430.0,Northern Illinois,Mid-American,25,1227.0,-14.5,-6,1,0,0
3599,regular,401249872,2020,12,False,Central Michigan,Mid-American,44,1486.0,Western Michigan,Mid-American,52,1554.0,1.0,8,0,0,0
3600,regular,401212526,2020,12,False,Tulsa,American Athletic,30,1509.0,Tulane,American Athletic,24,1695.0,-5.0,-6,1,25,0
3601,regular,401234643,2020,12,False,Louisville,ACC,30,1463.0,Syracuse,ACC,0,1347.0,-19.5,-30,1,0,0
3602,regular,401247325,2020,12,False,Minnesota,Big Ten,34,1623.0,Purdue,Big Ten,31,1502.0,2.5,-3,1,0,0
3603,regular,401261674,2020,12,False,Florida Atlantic,Conference USA,24,1674.0,Massachusetts,FBS Independents,2,869.0,-34.0,-22,1,0,0
3604,regular,401249018,2020,12,False,Air Force,Mountain West,28,1617.0,New Mexico,Mountain West,0,1212.0,-8.0,-28,1,0,0
3605,regular,401237138,2020,12,False,Vanderbilt,SEC,17,1166.0,Florida,SEC,38,1891.0,31.5,21,0,0,6
3606,regular,401215334,2020,12,False,Texas State,Sun Belt,47,1195.0,Arkansas State,Sun Belt,45,1273.0,4.5,-2,1,0,0
3608,regular,401212519,2020,12,False,Temple,American Athletic,3,1280.0,East Carolina,American Athletic,28,1224.0,7.0,25,0,0,0
3609,regular,401235975,2020,12,False,Army,FBS Independents,28,1555.0,Georgia Southern,Sun Belt,27,1480.0,-3.5,-1,1,0,0
3610,regular,401237136,2020,12,False,Arkansas,SEC,24,1385.0,LSU,SEC,27,1846.0,1.5,3,0,0,0
3611,regular,401215333,2020,12,False,Coastal Carolina,Sun Belt,34,1639.0,App State,Sun Belt,23,1679.0,-3.0,-11,1,15,0
3612,regular,401247326,2020,12,False,Ohio State,Big Ten,42,2094.0,Indiana,Big Ten,35,1690.0,-21.0,-7,1,3,9
3613,regular,401247321,2020,12,False,Nebraska,Big Ten,23,1544.0,Illinois,Big Ten,41,1339.0,-16.5,18,0,0,0
3614,regular,401207184,2020,12,False,North Texas,Conference USA,27,1273.0,Rice,Conference USA,17,1353.0,-2.5,-10,1,0,0
3615,regular,401207181,2020,12,False,Western Kentucky,Conference USA,38,1328.0,Florida International,Conference USA,21,1352.0,-7.0,-17,1,0,0
3616,regular,401207185,2020,12,False,Southern Miss,Conference USA,20,1225.0,UTSA,Conference USA,23,1321.0,9.0,3,0,0,0
3618,regular,401247323,2020,12,False,Northwestern,Big Ten,17,1608.0,Wisconsin,Big Ten,7,1997.0,7.5,-10,1,19,10
3619,regular,401212540,2020,12,False,UCF,American Athletic,33,1804.0,Cincinnati,American Athletic,36,1938.0,4.5,3,0,0,7
