,season_type,id,year,week,neutral_site,home_team,home_conference,home_points,home_elo,away_team,away_conference,away_points,away_elo,spread,margin,home_win,home_rank,away_rank
720,regular,400869066,2016,12,False,Vanderbilt,SEC,38,1431.0,Ole Miss,SEC,17,1827.0,9.5,-21,1,0,0
721,regular,400869641,2016,12,False,Rutgers,Big Ten,0,1048.0,Penn State,Big Ten,39,1733.0,22.5,39,0,0,9
722,regular,400869617,2016,12,False,West Virginia,Big 12,28,1760.0,Oklahoma,Big 12,56,1936.0,2.5,28,0,10,8
723,regular,400869564,2016,12,False,UCF,American Athletic,20,1495.0,Tulsa,American Athletic,35,1631.0,-1.5,15,0,0,0
724,regular,400869248,2016,12,False,Colorado State,Mountain West,49,1426.0,New Mexico,Mountain West,31,1436.0,-5.0,-18,1,0,0
725,regular,400869163,2016,12,False,UCLA,Pac-12,14,1650.0,USC,Pac-12,36,1899.0,10.5,22,0,0,15
726,regular,400869247,2016,12,False,San José State,Mountain West,38,1134.0,Air Force,Mountain West,41,1550.0,11.0,3,0,0,0
727,regular,400869336,2016,13,False,Miami (OH),Mid-American,21,1308.0,Ball State,Mid-American,20,1228.0,-6.0,-1,1,0,0
728,regular,400869335,2016,13,False,Ohio,Mid-American,9,1412.0,Akron,Mid-American,3,1212.0,-7.5,-6,1,0,0
729,regular,400869067,2016,13,False,Texas A&M,SEC,39,1757.0,LSU,SEC,54,1912.0,4.0,15,0,22,25
730,regular,400869497,2016,13,False,North Carolina,ACC,21,1783.0,NC State,ACC,28,1535.0,-10.0,7,0,0,0
731,regular,400869568,2016,13,False,Memphis,American Athletic,48,1735.0,Houston,American Athletic,44,1842.0,3.0,-4,1,0,18
732,regular,400869339,2016,13,False,Kent State,Mid-American,21,1141.0,Northern Illinois,Mid-American,31,1474.0,5.0,10,0,0,0
733,regular,400869338,2016,13,False,Bowling Green,Mid-American,27,1272.0,Buffalo,Mid-American,19,1080.0,-11.0,-8,1,0,0
734,regular,400869073,2016,13,False,Missouri,SEC,28,1393.0,Arkansas,SEC,24,1633.0,7.5,-4,1,0,0
735,regular,400869699,2016,13,False,Iowa,Big Ten,40,1657.0,Nebraska,Big Ten,10,1627.0,-2.5,-30,1,0,17
736,regular,400869168,2016,13,False,Washington State,Pac-12,17,1885.0,Washington,Pac-12,45,2038.0,6.0,28,0,23,6
737,regular,400869252,2016,13,False,Air Force,Mountain West,27,1531.0,Boise State,Mountain West,20,1764.0,9.0,-7,1,0,20
738,regular,400869418,2016,13,False,Southern Miss,Conference USA,39,1327.0,Louisiana Tech,Conference USA,24,1728.0,13.5,-15,1,0,0
739,regular,400869340,2016,13,False,Western Michigan,Mid-American,55,1847.0,Toledo,Mid-American,35,1693.0,-9.5,-20,1,14,0
740,regular,400868885,2016,13,True,Texas Tech,Big 12,54,1331.0,Baylor,Big 12,35,1614.0,2.5,-19,1,0,0
741,regular,400869567,2016,13,False,Tulsa,American Athletic,40,1653.0,Cincinnati,American Athletic,37,1306.0,-18.5,-3,1,0,0
742,regular,400869167,2016,13,False,Arizona,Pac-12,56,1159.0,Arizona State,Pac-12,35,1450.0,6.0,-21,1,0,0
743,regular,400869071,2016,13,False,Louisville,ACC,38,1950.0,Kentucky,SEC,41,1465.0,-26.0,3,0,11,0
744,regular,400869569,2016,13,False,South Florida,American Athletic,48,1684.0,UCF,American Athletic,31,1473.0,-9.5,-17,1,0,0
745,regular,400869852,2016,13,False,Louisiana,Sun Belt,24,1255.0,Arkansas State,Sun Belt,19,1569.0,6.5,-5,1,0,0
746,regular,400869701,2016,13,False,Northwestern,Big Ten,42,1576.0,Illinois,Big Ten,21,1243.0,-15.0,-21,1,0,0
747,regular,400869650,2016,13,False,Ohio State,Big Ten,30,2329.0,Michigan,Big Ten,27,2141.0,-7.0,-3,1,2,3
748,regular,400869642,2016,13,False,Maryland,Big Ten,31,1301.0,Rutgers,Big Ten,13,1018.0,-2.0,-18,1,0,0
749,regular,400869604,2016,13,False,Kansas State,Big 12,34,1684.0,Kansas,Big 12,19,1017.0,-24.5,-15,1,0,0
750,regular,400869501,2016,13,False,Virginia Tech,ACC,52,1771.0,Virginia,ACC,10,1427.0,-18.5,-42,1,0,0
751,regular,400869700,2016,13,False,Indiana,Big Ten,26,1517.0,Purdue,Big Ten,24,1158.0,-16.0,-2,1,0,0
752,regular,400869070,2016,13,False,Georgia,SEC,27,1646.0,Georgia Tech,ACC,28,1614.0,-4.5,1,0,0,0
753,regular,400869500,2016,13,False,Pittsburgh,ACC,76,1701.0,Syracuse,ACC,61,1274.0,-23.5,-15,1,0,0
754,regular,400869498,2016,13,False,Wake Forest,ACC,14,1423.0,Boston College,ACC,17,1347.0,-2.0,3,0,0,0
755,regular,400869853,2016,13,False,Idaho,Sun Belt,38,1248.0,South Alabama,Sun Belt,31,1299.0,-2.5,-7,1,0,0
756,regular,400869068,2016,13,False,Alabama,SEC,30,2267.0,Auburn,SEC,12,1949.0,-20.0,-18,1,1,16
757,regular,400869703,2016,13,False,Wisconsin,Big Ten,31,1920.0,Minnesota,Big Ten,17,1642.0,-14.0,-14,1,5,0
758,regular,400869499,2016,13,False,Miami,ACC,40,1738.0,Duke,ACC,21,1394.0,-14.0,-19,1,0,0
759,regular,400869072,2016,13,False,Ole Miss,SEC,20,1730.0,Mississippi State,SEC,55,1544.0,-8.0,35,0,0,0
760,regular,400868956,2016,13,False,USC,Pac-12,45,1928.0,Notre Dame,FBS Independents,27,1748.0,-17.0,-18,1,12,0
761,regular,400869572,2016,13,False,SMU,American Athletic,31,1357.0,Navy,American Athletic,75,1726.0,8.0,44,0,0,0
762,regular,400869255,2016,13,False,Fresno State,Mountain West,14,1043.0,San José State,Mountain West,16,1153.0,4.0,2,0,0,0
763,regular,400869416,2016,13,False,Old Dominion,Conference USA,42,1398.0,Florida International,Conference USA,28,1167.0,-14.0,-14,1,0,0
764,regular,400869596,2016,13,False,Iowa State,Big 12,19,1615.0,West Virginia,Big 12,49,1705.0,9.0,30,0,0,19
765,regular,400869702,2016,13,False,Penn State,Big Ten,45,1763.0,Michigan State,Big Ten,12,1689.0,-13.5,-33,1,8,0
766,regular,400869256,2016,13,False,UNLV,Mountain West,10,1217.0,Nevada,Mountain West,45,1263.0,-7.0,35,0,0,0
767,regular,400869171,2016,13,False,Oregon State,Pac-12,34,1338.0,Oregon,Pac-12,24,1514.0,3.0,-10,1,0,0
768,regular,400869854,2016,13,False,Texas State,Sun Belt,7,800.0,Troy,Sun Belt,40,1439.0,26.5,33,0,0,0
769,regular,400869851,2016,13,False,New Mexico State,Sun Belt,7,1055.0,App State,Sun Belt,37,1609.0,17.0,30,0,0,0
770,regular,400869570,2016,13,False,UConn,American Athletic,13,1171.0,Tulane,American Athletic,38,1153.0,-2.0,25,0,0,0
771,regular,400869417,2016,13,False,Middle Tennessee,Conference USA,77,1338.0,Florida Atlantic,Conference USA,56,1096.0,-12.5,-21,1,0,0
772,regular,400869415,2016,13,False,UTSA,Conference USA,33,1359.0,Charlotte,Conference USA,14,1055.0,-7.0,-19,1,0,0
773,regular,400869169,2016,13,False,California,Pac-12,36,1442.0,UCLA,Pac-12,10,1621.0,5.5,-26,1,0,0
774,regular,400869419,2016,13,False,Marshall,Conference USA,6,1290.0,Western Kentucky,Conference USA,60,1846.0,21.0,54,0,0,0
775,regular,400869571,2016,13,False,Temple,American Athletic,37,1686.0,East Carolina,American Athletic,10,1286.0,-19.0,-27,1,0,0
776,regular,400869170,2016,13,False,Colorado,Pac-12,27,1768.0,Utah,Pac-12,22,1710.0,-11.0,-5,1,9,21
777,regular,400869074,2016,13,False,Clemson,ACC,56,2007.0,South Carolina,SEC,7,1495.0,-24.5,-49,1,4,0
778,regular,400869075,2016,13,False,Vanderbilt,SEC,45,1528.0,Tennessee,SEC,34,1745.0,10.0,-11,1,0,24
779,regular,400869172,2016,13,False,Stanford,Pac-12,41,1754.0,Rice,Conference USA,17,1105.0,-33.0,-24,1,0,0
780,regular,400869069,2016,13,False,Florida State,ACC,31,1814.0,Florida,SEC,13,1741.0,-5.0,-18,1,15,13
781,regular,400869253,2016,13,False,San Diego State,Mountain West,31,1824.0,Colorado State,Mountain West,63,1467.0,-12.5,32,0,0,0
782,regular,400869254,2016,13,False,New Mexico,Mountain West,56,1395.0,Wyoming,Mountain West,35,1418.0,2.0,-21,1,0,0
783,regular,400868933,2016,13,False,BYU,FBS Independents,28,1741.0,Utah State,Mountain West,10,1332.0,-17.0,-18,1,0,0
784,regular,400868967,2016,13,False,Hawai'i,Mountain West,46,1091.0,Massachusetts,FBS Independents,40,1103.0,-10.5,-6,1,0,0
785,regular,400926941,2016,14,True,Ohio,Mid-American,23,1410.0,Western Michigan,Mid-American,29,1878.0,17.0,6,0,0,13
786,regular,400926942,2016,14,True,Washington,Pac-12,41,2096.0,Colorado,Pac-12,10,1771.0,-6.0,-31,1,4,9
787,regular,400869611,2016,14,False,TCU,Big 12,6,1799.0,Kansas State,Big 12,30,1663.0,-4.5,24,0,0,0
788,regular,400926948,2016,14,False,Western Kentucky,Conference USA,58,1936.0,Louisiana Tech,Conference USA,44,1656.0,-7.5,-14,1,0,0
789,regular,400869856,2016,14,False,Georgia Southern,Sun Belt,28,1404.0,Troy,Sun Belt,24,1457.0,9.0,-4,1,0,0
790,regular,400926947,2016,14,False,Navy,American Athletic,10,1809.0,Temple,American Athletic,34,1712.0,-1.5,24,0,20,0
791,regular,400869618,2016,14,False,Oklahoma,Big 12,38,1991.0,Oklahoma State,Big 12,20,1794.0,-14.0,-18,1,7,11
792,regular,400869859,2016,14,False,South Alabama,Sun Belt,35,1287.0,New Mexico State,Sun Belt,28,1036.0,-12.0,-7,1,0,0
793,regular,400869858,2016,14,False,UL Monroe,Sun Belt,3,1004.0,Louisiana,Sun Belt,30,1274.0,9.5,27,0,0,0
794,regular,400868886,2016,14,False,West Virginia,Big 12,24,1778.0,Baylor,Big 12,21,1529.0,-14.5,-3,1,14,0
795,regular,400926943,2016,14,True,Florida,SEC,16,1708.0,Alabama,SEC,54,2278.0,21.5,38,0,15,1
796,regular,400869857,2016,14,False,Idaho,Sun Belt,37,1260.0,Georgia State,Sun Belt,12,1237.0,-7.0,-25,1,0,0
797,regular,400869855,2016,14,False,Texas State,Sun Belt,14,782.0,Arkansas State,Sun Belt,36,1550.0,21.5,22,0,0,0
798,regular,400926949,2016,14,False,Wyoming,Mountain West,24,1366.0,San Diego State,Mountain West,27,1679.0,7.0,3,0,0,0
799,regular,400926946,2016,14,True,Penn State,Big Ten,38,1844.0,Wisconsin,Big Ten,31,1925.0,1.0,-7,1,8,6
800,regular,400926944,2016,14,True,Virginia Tech,ACC,35,1848.0,Clemson,ACC,42,2085.0,8.5,7,0,19,3
801,regular,400868921,2016,15,True,Army,FBS Independents,21,1330.0,Navy,American Athletic,17,1733.0,11.5,-4,1,0,0
806,regular,400935257,2017,1,True,Rice,Conference USA,7,1239.0,Stanford,Pac-12,62,1667.0,33.5,55,0,0,14
807,regular,400938591,2017,1,False,UCF,American Athletic,61,1446.0,Florida International,Conference USA,17,1272.0,-17.0,-44,1,0,0
810,regular,400935230,2017,1,False,Minnesota,Big Ten,17,1601.0,Buffalo,Mid-American,7,1220.0,-23.0,-10,1,0,0
816,regular,400934493,2017,1,False,Oklahoma State,Big 12,59,1727.0,Tulsa,American Athletic,24,1665.0,-19.5,-35,1,10,0
818,regular,400935229,2017,1,False,Indiana,Big Ten,21,1511.0,Ohio State,Big Ten,49,1966.0,21.0,28,0,0,2
820,regular,400941789,2017,1,False,Memphis,American Athletic,37,1638.0,UL Monroe,Sun Belt,29,1142.0,-27.0,-8,1,0,0
821,regular,400935247,2017,1,False,Arizona State,Pac-12,37,1411.0,New Mexico State,Sun Belt,31,1193.0,-24.0,-6,1,0,0
823,regular,400944891,2017,1,False,Eastern Michigan,Mid-American,24,1305.0,Charlotte,Conference USA,7,1193.0,-14.0,-17,1,0,0
825,regular,400935250,2017,1,False,Rutgers,Big Ten,14,1169.0,Washington,Pac-12,30,1913.0,28.0,16,0,0,8
826,regular,400938592,2017,1,False,Florida Atlantic,Conference USA,19,1214.0,Navy,American Athletic,42,1632.0,9.0,23,0,0,0
827,regular,400935249,2017,1,True,Colorado,Pac-12,17,1599.0,Colorado State,Mountain West,3,1613.0,-3.0,-14,1,0,0
828,regular,400935231,2017,1,False,Wisconsin,Big Ten,59,1779.0,Utah State,Mountain West,10,1386.0,-27.5,-49,1,9,0
829,regular,400937446,2017,1,False,Northern Illinois,Mid-American,20,1479.0,Boston College,ACC,23,1411.0,3.5,3,0,0,0
830,regular,400937447,2017,1,False,Clemson,ACC,56,1977.0,Kent State,Mid-American,3,1265.0,-38.0,-53,1,5,0
831,regular,400934495,2017,1,False,Texas,Big 12,41,1540.0,Maryland,Big Ten,51,1369.0,-18.5,10,0,23,0
832,regular,400935237,2017,1,False,Penn State,Big Ten,52,1746.0,Akron,Mid-American,0,1309.0,-30.0,-52,1,6,0
833,regular,400935233,2017,1,False,Iowa,Big Ten,24,1607.0,Wyoming,Mountain West,3,1429.0,-12.0,-21,1,0,0
835,regular,400935232,2017,1,False,Illinois,Big Ten,24,1317.0,Ball State,Mid-American,21,1320.0,-5.0,-3,1,0,0
836,regular,400935234,2017,1,False,Michigan State,Big Ten,35,1572.0,Bowling Green,Mid-American,10,1348.0,-17.0,-25,1,0,0
837,regular,400935256,2017,1,False,North Carolina,ACC,30,1666.0,California,Pac-12,35,1521.0,-12.5,5,0,0,0
842,regular,400933837,2017,1,True,South Carolina,SEC,35,1452.0,NC State,ACC,28,1583.0,-7.5,-7,1,0,0
843,regular,400934573,2017,1,False,Notre Dame,FBS Independents,49,1650.0,Temple,American Athletic,16,1659.0,-19.5,-33,1,0,0
844,regular,400935236,2017,1,False,Northwestern,Big Ten,31,1577.0,Nevada,Mountain West,20,1406.0,-24.0,-11,1,0,0
845,regular,400933830,2017,1,True,Florida,SEC,17,1665.0,Michigan,Big Ten,33,1922.0,4.5,16,0,17,11
847,regular,400934492,2017,1,False,Oklahoma,Big 12,56,1865.0,UTEP,Conference USA,7,1228.0,-43.5,-49,1,7,0
849,regular,400944830,2017,1,False,Boise State,Mountain West,24,1609.0,Troy,Sun Belt,13,1474.0,-11.0,-11,1,0,0
850,regular,400933832,2017,1,False,Southern Miss,Conference USA,17,1434.0,Kentucky,SEC,24,1491.0,10.0,7,0,0,0
854,regular,400935252,2017,1,False,USC,Pac-12,49,1799.0,Western Michigan,Mid-American,31,1728.0,-28.0,-18,1,4,0
856,regular,400941790,2017,1,False,East Carolina,American Athletic,14,1340.0,James Madison,CAA,34,1419.0,2.5,20,0,0,0
858,regular,400933831,2017,1,False,Georgia,SEC,31,1605.0,App State,Sun Belt,10,1587.0,-12.5,-21,1,15,0
859,regular,400938594,2017,1,False,Marshall,Conference USA,31,1300.0,Miami (OH),Mid-American,26,1375.0,4.0,-5,1,0,0
862,regular,400934489,2017,1,False,Baylor,Big 12,45,1571.0,Liberty,Big South,48,1401.0,-33.0,3,0,0,0
865,regular,400938888,2017,1,False,Coastal Carolina,Sun Belt,38,1453.0,Massachusetts,FBS Independents,28,1228.0,2.5,-10,1,0,0
871,regular,400933834,2017,1,False,Ole Miss,SEC,47,1567.0,South Alabama,Sun Belt,27,1330.0,-22.0,-20,1,0,0
872,regular,400933829,2017,1,False,Auburn,SEC,41,1769.0,Georgia Southern,Sun Belt,7,1439.0,-34.5,-34,1,12,0
873,regular,400935238,2017,1,True,Purdue,Big Ten,28,1275.0,Louisville,ACC,35,1748.0,25.5,7,0,0,16
878,regular,400933839,2017,1,False,Middle Tennessee,Conference USA,6,1367.0,Vanderbilt,SEC,28,1507.0,2.5,22,0,0,0
880,regular,400935235,2017,1,False,Nebraska,Big Ten,43,1519.0,Arkansas State,Sun Belt,36,1545.0,-14.5,-7,1,0,0
881,regular,400933827,2017,1,True,Alabama,SEC,24,2054.0,Florida State,ACC,7,1737.0,-7.5,-17,1,1,3
885,regular,400933833,2017,1,True,LSU,SEC,27,1815.0,BYU,FBS Independents,0,1653.0,-14.5,-27,1,13,0
890,regular,400933838,2017,1,False,UCLA,Pac-12,45,1521.0,Texas A&M,SEC,44,1651.0,-6.5,-1,1,0,0
891,regular,400934497,2017,1,True,Virginia Tech,ACC,31,1743.0,West Virginia,Big 12,24,1652.0,-4.5,-7,1,21,22
892,regular,400933840,2017,1,True,Georgia Tech,ACC,41,1589.0,Tennessee,SEC,42,1653.0,4.0,1,0,0,25
895,regular,400934503,2017,2,False,South Alabama,Sun Belt,7,1307.0,Oklahoma State,Big 12,44,1817.0,28.0,37,0,0,11
896,regular,400935239,2017,2,False,Purdue,Big Ten,44,1296.0,Ohio,Mid-American,21,1448.0,-3.0,-23,1,0,0
897,regular,400934499,2017,2,False,Iowa State,Big 12,41,1528.0,Iowa,Big Ten,44,1639.0,3.5,3,0,0,0
898,regular,400934501,2017,2,False,Kansas State,Big 12,55,1669.0,Charlotte,Conference USA,7,1166.0,-33.5,-48,1,19,0
900,regular,400937456,2017,2,False,North Carolina,ACC,35,1647.0,Louisville,ACC,47,1727.0,11.5,12,0,0,17
901,regular,400935240,2017,2,False,Duke,ACC,41,1422.0,Northwestern,Big Ten,17,1584.0,1.5,-24,1,0,0
902,regular,400934562,2017,2,False,Army,FBS Independents,21,1403.0,Buffalo,Mid-American,17,1228.0,-15.5,-4,1,0,0
903,regular,400934505,2017,2,False,West Virginia,Big 12,56,1642.0,East Carolina,American Athletic,20,1298.0,-24.5,-36,1,0,0
904,regular,400935243,2017,2,False,Michigan,Big Ten,36,1929.0,Cincinnati,American Athletic,14,1373.0,-32.5,-22,1,8,0
905,regular,400935348,2017,2,False,Wisconsin,Big Ten,31,1873.0,Florida Atlantic,Conference USA,14,1199.0,-34.5,-17,1,9,0
909,regular,400937453,2017,2,False,Boston College,ACC,10,1420.0,Wake Forest,ACC,34,1475.0,-1.0,24,0,0,0
910,regular,400935262,2017,2,False,Colorado,Pac-12,37,1636.0,Texas State,Sun Belt,3,1034.0,-36.0,-34,1,0,0
911,regular,400938605,2017,2,False,Ball State,Mid-American,51,1319.0,UAB,Conference USA,31,1455.0,-14.0,-20,1,0,0
912,regular,400933842,2017,2,False,Arkansas,SEC,7,1576.0,TCU,Big 12,28,1635.0,3.0,21,0,0,23
915,regular,400935245,2017,2,False,Penn State,Big Ten,33,1844.0,Pittsburgh,ACC,14,1616.0,-20.0,-19,1,4,0
918,regular,400937459,2017,2,False,Syracuse,ACC,23,1352.0,Middle Tennessee,Conference USA,30,1326.0,-7.5,7,0,0,0
921,regular,400938602,2017,2,False,Massachusetts,FBS Independents,7,1226.0,Old Dominion,Conference USA,17,1437.0,3.5,10,0,0,0
923,regular,400935347,2017,2,False,Virginia,ACC,17,1400.0,Indiana,Big Ten,34,1487.0,3.5,17,0,0,0
924,regular,400934504,2017,2,False,Texas,Big 12,56,1503.0,San José State,Mountain West,0,1254.0,-26.5,-56,1,0,0
925,regular,400935244,2017,2,False,Michigan State,Big Ten,28,1610.0,Western Michigan,Mid-American,14,1695.0,-7.0,-14,1,0,0
926,regular,400935246,2017,2,False,Rutgers,Big Ten,13,1197.0,Eastern Michigan,Mid-American,16,1332.0,-5.5,3,0,0,0
927,regular,400941794,2017,2,False,Navy,American Athletic,23,1647.0,Tulane,American Athletic,21,1315.0,-8.5,-2,1,0,0
928,regular,400933841,2017,2,False,Alabama,SEC,41,2069.0,Fresno State,Mountain West,10,1197.0,-42.5,-31,1,1,0
929,regular,400941798,2017,2,False,Tulsa,American Athletic,66,1575.0,Louisiana,Sun Belt,42,1375.0,-14.0,-24,1,0,0
931,regular,400934500,2017,2,False,Kansas,Big 12,27,1192.0,Central Michigan,Mid-American,45,1321.0,-3.0,18,0,0,0
935,regular,400935264,2017,2,False,Oregon,Pac-12,42,1489.0,Nebraska,Big Ten,35,1530.0,-10.5,-7,1,0,0
936,regular,400935261,2017,2,False,UCLA,Pac-12,56,1525.0,Hawai'i,Mountain West,23,1276.0,-24.0,-33,1,0,0
939,regular,400937458,2017,2,False,NC State,ACC,37,1558.0,Marshall,Conference USA,20,1308.0,-21.0,-17,1,0,0
942,regular,400944833,2017,2,False,Idaho,Sun Belt,16,1409.0,UNLV,Mountain West,44,1247.0,-4.5,28,0,0,0
944,regular,400938601,2017,2,False,SMU,American Athletic,54,1349.0,North Texas,Conference USA,32,1251.0,-13.0,-22,1,0,0
945,regular,400944898,2017,2,False,Nevada,Mountain West,24,1399.0,Toledo,Mid-American,37,1607.0,10.5,13,0,0,0
946,regular,400933850,2017,2,False,Missouri,SEC,13,1436.0,South Carolina,SEC,31,1477.0,-2.5,18,0,0,0
947,regular,400933843,2017,2,False,Clemson,ACC,14,2043.0,Auburn,SEC,6,1823.0,-6.0,-8,1,3,13
950,regular,400934502,2017,2,False,Ohio State,Big Ten,16,1990.0,Oklahoma,Big 12,31,1928.0,-7.5,15,0,2,5
951,regular,400933849,2017,2,False,Louisiana Tech,Conference USA,21,1603.0,Mississippi State,SEC,57,1612.0,10.5,36,0,0,0
952,regular,400933845,2017,2,False,Notre Dame,FBS Independents,19,1742.0,Georgia,SEC,20,1653.0,-5.5,1,0,24,15
953,regular,400944834,2017,2,False,New Mexico,Mountain West,28,1463.0,New Mexico State,Sun Belt,30,1196.0,-7.0,2,0,0,0
954,regular,400935241,2017,2,False,Illinois,Big Ten,20,1318.0,Western Kentucky,Conference USA,7,1817.0,6.5,-13,1,0,0
955,regular,400938603,2017,2,False,UTEP,Conference USA,14,1165.0,Rice,Conference USA,31,1136.0,-1.0,17,0,0,0
956,regular,400934498,2017,2,False,Baylor,Big 12,10,1556.0,UTSA,Conference USA,17,1418.0,-12.0,7,0,0,0
958,regular,400935260,2017,2,False,USC,Pac-12,42,1832.0,Stanford,Pac-12,24,1770.0,-4.0,-18,1,6,14
959,regular,400935265,2017,2,False,Oregon State,Pac-12,14,1346.0,Minnesota,Big Ten,48,1593.0,-2.5,34,0,0,0
960,regular,400935263,2017,2,False,BYU,FBS Independents,13,1594.0,Utah,Pac-12,19,1636.0,4.5,6,0,0,0
961,regular,400935267,2017,2,False,Washington State,Pac-12,47,1708.0,Boise State,Mountain West,44,1619.0,-7.5,-3,1,20,0
962,regular,400935258,2017,2,False,Arizona,Pac-12,16,1329.0,Houston,American Athletic,19,1664.0,1.5,3,0,0,0
963,regular,400935259,2017,2,False,Arizona State,Pac-12,20,1408.0,San Diego State,Mountain West,30,1671.0,-3.0,10,0,0,0
964,regular,400945256,2017,3,False,Boise State,Mountain West,28,1619.0,New Mexico,Mountain West,14,1444.0,-16.0,-14,1,0,0
965,regular,400941799,2017,3,False,South Florida,American Athletic,47,1640.0,Illinois,Big Ten,23,1392.0,-16.5,-24,1,22,0
966,regular,400941800,2017,3,False,Temple,American Athletic,29,1567.0,Massachusetts,FBS Independents,21,1223.0,-14.5,-8,1,0,0
967,regular,400935269,2017,3,False,UTEP,Conference USA,16,1121.0,Arizona,Pac-12,63,1343.0,25.5,47,0,0,0
969,regular,400934517,2017,3,False,Akron,Mid-American,14,1211.0,Iowa State,Big 12,41,1530.0,10.0,27,0,0,0
970,regular,400935270,2017,3,False,Memphis,American Athletic,48,1622.0,UCLA,Pac-12,45,1585.0,3.0,-3,1,0,25
971,regular,400935354,2017,3,False,Nebraska,Big Ten,17,1518.0,Northern Illinois,Mid-American,21,1470.0,-10.5,4,0,0,0
972,regular,400937467,2017,3,False,Virginia,ACC,38,1368.0,UConn,American Athletic,18,1235.0,-11.0,-20,1,0,0
973,regular,400933862,2017,3,False,Texas A&M,SEC,45,1647.0,Louisiana,Sun Belt,21,1337.0,-24.0,-24,1,0,0
974,regular,400935352,2017,3,False,Michigan,Big Ten,29,1928.0,Air Force,Mountain West,13,1562.0,-23.0,-16,1,7,0
975,regular,400934509,2017,3,False,Pittsburgh,ACC,21,1595.0,Oklahoma State,Big 12,59,1861.0,11.0,38,0,0,9
976,regular,400934507,2017,3,False,Ohio,Mid-American,42,1374.0,Kansas,Big 12,30,1161.0,-7.5,-12,1,0,0
978,regular,400934506,2017,3,False,Duke,ACC,34,1501.0,Baylor,Big 12,20,1532.0,-10.5,-14,1,0,0
979,regular,400938612,2017,3,False,UAB,Conference USA,30,1394.0,Coastal Carolina,Sun Belt,23,1455.0,-1.0,-7,1,0,0
981,regular,400937469,2017,3,False,Wake Forest,ACC,46,1532.0,Utah State,Mountain West,10,1292.0,-14.0,-36,1,0,0
983,regular,400937464,2017,3,False,Old Dominion,Conference USA,23,1440.0,North Carolina,ACC,53,1628.0,11.5,30,0,0,0
984,regular,400937468,2017,3,False,East Carolina,American Athletic,17,1240.0,Virginia Tech,ACC,64,1753.0,27.0,47,0,0,16
985,regular,400933856,2017,3,False,Florida,SEC,26,1658.0,Tennessee,SEC,20,1651.0,-6.5,-6,1,24,23
986,regular,400934510,2017,3,False,TCU,Big 12,56,1682.0,SMU,American Athletic,36,1392.0,-22.0,-20,1,20,0
987,regular,400935349,2017,3,False,BYU,FBS Independents,6,1586.0,Wisconsin,Big Ten,40,1854.0,14.0,34,0,0,10
988,regular,400935353,2017,3,False,Minnesota,Big Ten,34,1659.0,Middle Tennessee,Conference USA,3,1341.0,-13.5,-31,1,0,0
990,regular,400937466,2017,3,False,Syracuse,ACC,41,1337.0,Central Michigan,Mid-American,17,1352.0,-7.5,-24,1,0,0
991,regular,400935351,2017,3,False,Iowa,Big Ten,31,1637.0,North Texas,Conference USA,14,1208.0,-20.0,-17,1,0,0
992,regular,400934574,2017,3,False,Boston College,ACC,20,1363.0,Notre Dame,FBS Independents,49,1736.0,14.0,29,0,0,0
994,regular,400933860,2017,3,False,Missouri,SEC,3,1396.0,Purdue,Big Ten,35,1370.0,-5.5,32,0,0,0
995,regular,400934563,2017,3,False,Ohio State,Big Ten,38,1949.0,Army,FBS Independents,7,1401.0,-31.5,-31,1,8,0
996,regular,400935274,2017,3,False,Washington State,Pac-12,52,1708.0,Oregon State,Pac-12,23,1280.0,-19.5,-29,1,21,0
998,regular,400934508,2017,3,False,Oklahoma,Big 12,56,1969.0,Tulane,American Athletic,14,1319.0,-33.0,-42,1,2,0
1001,regular,400938609,2017,3,False,Marshall,Conference USA,21,1294.0,Kent State,Mid-American,0,1199.0,-14.0,-21,1,0,0
1002,regular,400938611,2017,3,False,UL Monroe,Sun Belt,17,1158.0,Southern Miss,Conference USA,28,1425.0,7.0,11,0,0,0
1003,regular,400935273,2017,3,False,Wyoming,Mountain West,13,1397.0,Oregon,Pac-12,49,1501.0,13.5,36,0,0,0
1005,regular,400944836,2017,3,False,Texas State,Sun Belt,13,1010.0,App State,Sun Belt,20,1539.0,21.5,7,0,0,0
1006,regular,400933854,2017,3,False,Alabama,SEC,41,2060.0,Colorado State,Mountain West,23,1576.0,-31.0,-18,1,1,0
1007,regular,400941802,2017,3,False,Toledo,Mid-American,54,1617.0,Tulsa,American Athletic,51,1613.0,-7.0,-3,1,0,0
1011,regular,400944839,2017,3,False,Western Michigan,Mid-American,37,1659.0,Idaho,Sun Belt,28,1310.0,-17.5,-9,1,0,0
1012,regular,400938608,2017,3,False,Western Kentucky,Conference USA,22,1743.0,Louisiana Tech,Conference USA,23,1498.0,-4.5,1,0,0,0
1013,regular,400933859,2017,3,False,Mississippi State,SEC,37,1717.0,LSU,SEC,7,1874.0,7.5,-30,1,0,12
1015,regular,400933861,2017,3,False,South Carolina,SEC,13,1517.0,Kentucky,SEC,23,1500.0,-6.0,10,0,0,0
1016,regular,400933863,2017,3,False,Vanderbilt,SEC,14,1548.0,Kansas State,Big 12,7,1745.0,5.0,-7,1,0,18
1017,regular,400935355,2017,3,False,Northwestern,Big Ten,49,1505.0,Bowling Green,Mid-American,7,1310.0,-21.0,-42,1,0,0
